sname;sname;dname;z
9415;Bradley ;Pajaro Valley Unified;1.079508252
9418;Freedom ;Pajaro Valley Unified;-0.4535994189
9419;H. A. Hyde ;Pajaro Valley Unified;-2.1702488489
9420;Hall District ;Pajaro Valley Unified;0.0261416214
9421;Linscott Charter;Pajaro Valley Unified;0.6611691212
9422;Mar Vista ;Pajaro Valley Unified;1.3356350855
9423;Mintie White ;Pajaro Valley Unified;-1.2953346508
9425;Rio del Mar ;Pajaro Valley Unified;0.5277913848
9427;T. S. MacQuiddy ;Pajaro Valley Unified;-1.7157995706
9428;Valencia ;Pajaro Valley Unified;3.9659211362
9429;Alianza Charter;Pajaro Valley Unified;1.2225168086
9433;Ann Soldo ;Pajaro Valley Unified;-1.2740940294
9434;Watsonville Charter School of the Arts;Pajaro Valley Unified;-1.7825873401
491;Golden Hills ;Palermo Union ;-0.6650287522
6101;Rio Vista ;Palm Springs Unified;1.8006613673
6111;Cahuilla ;Palm Springs Unified;-2.1738452493
6113;Cielo Vista Charter;Palm Springs Unified;0.9180463826
6114;Bella Vista ;Palm Springs Unified;-1.0675086735
6115;Katherine Finchy ;Palm Springs Unified;3.5502399019
6116;Rancho Mirage ;Palm Springs Unified;1.2874987292
6121;Della S. Lindley ;Palm Springs Unified;-3.3057786681
6122;Landau ;Palm Springs Unified;-0.9251329457
6124;Sunny Sands ;Palm Springs Unified;1.0378886073
3842;Dos Caminos;Palmdale ;-0.0365008199
3845;Tamarisk;Palmdale ;-18.4157680682
3846;Ocotillo ;Palmdale ;-1.645517073
3847;Manzanita ;Palmdale ;-3.9697091437
3848;Tumbleweed ;Palmdale ;-4.6739393528
3849;Yucca ;Palmdale ;-2.7928469147
3852;Desert Rose ;Palmdale ;-3.2251647508
3853;Joshua Hills ;Palmdale ;-2.4508935681
3854;Chaparral ;Palmdale ;-5.220389268
3855;Palm Tree ;Palmdale ;-1.2336466334
3856;Buena Vista ;Palmdale ;-0.5910073215
3857;Mesquite ;Palmdale ;-1.5135521884
3858;Summerwind ;Palmdale ;-3.0133447059
3859;Barrel Springs ;Palmdale ;-2.2864809054
3860;Palmdale Learning Plaza;Palmdale ;0.9170802653
3861;Cimarron ;Palmdale ;0.0741839067
3862;Quail Valley ;Palmdale ;-3.4469504023
3864;Golden Poppy ;Palmdale ;0.4065945077
3865;Los Amigos;Palmdale ;-0.3990041031
3866;Guidance Charter;Palmdale ;-5.0720325252
9245;Addison ;Palo Alto Unified;1.9082754351
9247;El Carmelo ;Palo Alto Unified;0.1843880989
9249;Escondido ;Palo Alto Unified;2.5562887821
9251;Duveneck ;Palo Alto Unified;2.9497801526
9252;Juana Briones ;Palo Alto Unified;0.9251132815
9255;Walter Hays ;Palo Alto Unified;4.5865577505
9259;Barron Park ;Palo Alto Unified;1.5180406122
6131;Felix J. Appleby ;Palo Verde Unified;1.0233449298
6132;Margaret White ;Palo Verde Unified;-1.5055226287
6133;Ruth Brown ;Palo Verde Unified;-1.8798460311
10425;Palo Verde ;Palo Verde Union ;-1.2633563925
1675;Old River ;Panama-Buena Vista Union;-1.9332842343
1676;Douglas J. Miller ;Panama-Buena Vista Union;-2.8018558177
1677;Buena Vista ;Panama-Buena Vista Union;-1.0004212615
1678;Amy B. Seibert ;Panama-Buena Vista Union;-4.5885991427
1680;Panama ;Panama-Buena Vista Union;-3.6845849361
1681;Stine ;Panama-Buena Vista Union;-5.4704310257
1682;Wayne Van Horn ;Panama-Buena Vista Union;-3.8003242307
1683;Charles H. Castle ;Panama-Buena Vista Union;-2.2046092651
1684;Stockdale ;Panama-Buena Vista Union;-1.4612611441
1686;Louise Sandrini ;Panama-Buena Vista Union;-3.029982483
1687;Sing Lum ;Panama-Buena Vista Union;-2.8283884005
1688;Laurelglen ;Panama-Buena Vista Union;-2.270979062
1690;Leo B. Hart ;Panama-Buena Vista Union;-2.0664356722
1691;Roy W. Loudon ;Panama-Buena Vista Union;-6.3704627689
1692;Christa McAuliffe ;Panama-Buena Vista Union;-1.9946268532
1694;Bill L. Williams ;Panama-Buena Vista Union;-3.6821105907
1695;Ronald Reagan ;Panama-Buena Vista Union;2.5111581637
1696;Berkshire ;Panama-Buena Vista Union;-1.8127264122
498;Achieve Charter School of Paradise Inc.;Paradise Unified;1.5795780356
504;Paradise ;Paradise Unified;-2.1002522977
506;Ponderosa ;Paradise Unified;0.5577423506
507;Pine Ridge;Paradise Unified;-1.7162928482
510;Cedarwood ;Paradise Unified;-0.7272860686
511;Children's Community Charter;Paradise Unified;-1.8870893586
3895;Hollydale;Paramount Unified;1.447640701
3906;Aveson School of Leaders;Pasadena Unified;-0.5495231185
3907;Pasadena Rosebud Academy;Pasadena Unified;-1.093124875
3914;Norma Coombs Alternative;Pasadena Unified;2.8323977592
3920;Don Benito Fundamental;Pasadena Unified;2.4538108767
3921;Field (Eugene) ;Pasadena Unified;3.7856008573
3922;Franklin ;Pasadena Unified;-0.7368393674
3923;Hamilton ;Pasadena Unified;3.361630899
3926;Longfellow (Henry W.) ;Pasadena Unified;3.7506624584
3929;San Rafael ;Pasadena Unified;2.9984020508
3930;Sierra Madre ;Pasadena Unified;2.2050388545
3932;Daniel Webster;Pasadena Unified;-1.1438674637
3933;Willard ;Pasadena Unified;1.5539816013
3937;McKinley;Pasadena Unified;1.7453108605
8589;Kermit King ;Paso Robles Joint Unified;-0.8615842862
8592;Georgia Brown ;Paso Robles Joint Unified;3.2444187004
8593;Bauer/Speck ;Paso Robles Joint Unified;-1.5702618157
8594;Winifred Pifer ;Paso Robles Joint Unified;-0.0366494423
8596;Virginia Peterson ;Paso Robles Joint Unified;-0.0050314791
8597;Pat Butler ;Paso Robles Joint Unified;1.9774942143
10105;Apricot Valley ;Patterson Joint Unified;-1.6513699189
10106;Walnut Grove ;Patterson Joint Unified;0.0960395142
10110;Las Palmas ;Patterson Joint Unified;-1.802240191
10111;Northmead ;Patterson Joint Unified;-1.4678481856
5059;Ready Springs ;Penn Valley Union ;0.0436953003
6136;Railway ;Perris ;-1.7174349273
6137;Sky View ;Perris ;-1.5846252488
6139;Perris ;Perris ;-2.6029887135
6140;Innovative Horizons Charter;Perris ;-1.7484678918
6142;Palms ;Perris ;-5.750037728
6143;Enchanted Hills ;Perris ;-3.6281755878
9791;Mary Collins Charter School at Cherry Valley;Petaluma City Schools;0.8325508131
9792;Grant ;Petaluma City Schools;0.16137281
9794;McKinley ;Petaluma City Schools;6.7457214602
9795;McNear ;Petaluma City Schools;1.75970591
9796;Penngrove ;Petaluma City Schools;1.8673611196
9797;Valley Vista ;Petaluma City Schools;1.6497743863
9801;Live Oak Charter;Petaluma City Schools;-0.9857634841
567;Arbuckle ;Pierce Joint Unified;0.3900353462
1207;Pine Ridge ;Pine Ridge ;-1.4725116306
9910;Jack London ;Piner-Olivet Union ;-2.4342767825
9912;Olivet  Charter;Piner-Olivet Union ;-1.0378429229
9913;Morrice Schaefer Charter;Piner-Olivet Union ;-1.7419992074
1982;Frontier ;Pioneer Union ;-1.0971256906
1983;Pioneer ;Pioneer Union ;1.5064920745
742;Marina Vista ;Pittsburg Unified;-0.0007232971
746;Heights ;Pittsburg Unified;0.6713489467
747;Highlands ;Pittsburg Unified;-2.8298339672
748;Los Medanos ;Pittsburg Unified;0.8460204486
749;Parkside ;Pittsburg Unified;1.1738334368
750;Willow Cove ;Pittsburg Unified;-0.9512582978
753;Foothill ;Pittsburg Unified;0.825499342
754;Stoneman ;Pittsburg Unified;-1.2154296056
5454;Lakeview ;Placentia-Yorba Linda Unified;1.3457364738
5462;Brookhaven ;Placentia-Yorba Linda Unified;2.0766666872
5463;Charles Wagner ;Placentia-Yorba Linda Unified;-0.5411155177
5465;Glenknoll ;Placentia-Yorba Linda Unified;-0.8653004976
5466;Golden ;Placentia-Yorba Linda Unified;1.5835561136
5468;Morse Avenue ;Placentia-Yorba Linda Unified;0.3743878057
5469;Rio Vista ;Placentia-Yorba Linda Unified;0.6331044385
5471;Sierra Vista ;Placentia-Yorba Linda Unified;0.3104132864
5472;Van Buren ;Placentia-Yorba Linda Unified;0.5061889688
5473;Mabel M. Paine ;Placentia-Yorba Linda Unified;0.2596061952
5474;Rose Drive ;Placentia-Yorba Linda Unified;1.0133083915
5477;Fairmont ;Placentia-Yorba Linda Unified;-1.5325753115
5479;Glenview ;Placentia-Yorba Linda Unified;-0.3458346897
5481;Linda Vista ;Placentia-Yorba Linda Unified;-0.3371935339
5482;Woodsboro ;Placentia-Yorba Linda Unified;5.7990581837
5483;John O. Tynes ;Placentia-Yorba Linda Unified;5.8280303836
5484;Travis Ranch;Placentia-Yorba Linda Unified;-1.0375266118
5485;Bryant Ranch ;Placentia-Yorba Linda Unified;-0.7834929816
5686;Placer County Pathways Charter;Placer County Office of Education;2.0582338327
5741;Weimar Hills;Placer Hills Union ;0.6965307941
5742;Sierra Hills ;Placer Hills Union ;-0.655841793
936;Louisiana Schnell ;Placerville Union ;1.7210830124
937;Sierra ;Placerville Union ;-0.3550389997
4733;Plainsburg Union ;Plainsburg Union ;-2.478437894
4735;Planada ;Planada ;-1.1162370371
1345;Plaza ;Plaza ;1.2421582599
10234;Pleasant Grove;Pleasant Grove Joint Union;0.1406419889
5048;Cottage Hill ;Pleasant Ridge Union ;-1.5607174134
5049;Alta Sierra ;Pleasant Ridge Union ;1.2419271707
10715;Rancho Rosal ;Pleasant Valley;-0.2702016963
10717;Camarillo Heights ;Pleasant Valley;-0.861686829
10718;Dos Caminos ;Pleasant Valley;0.5272051567
10719;El Descanso ;Pleasant Valley;-1.3991352883
10720;Las Posas ;Pleasant Valley;-0.4215929582
10722;Santa Rosa Technology Magnet;Pleasant Valley;0.3752331143
10723;Los Primeros School of Sciences & Arts;Pleasant Valley;-0.1533171288
10724;Tierra Linda ;Pleasant Valley;0.8616792048
10725;La Mariposa;Pleasant Valley;0.3275611457
10726;University Preparation School at CSU Channel Islan;Pleasant Valley;0.5899951206
8551;Pleasant Valley ;Pleasant Valley Joint Union ;-1.4848428436
383;Lydiksen ;Pleasanton Unified;2.1700312763
384;Alisal ;Pleasanton Unified;1.2173899646
385;Fairlands ;Pleasanton Unified;0.1232218836
386;Valley View ;Pleasanton Unified;2.8355592786
387;Walnut Grove ;Pleasanton Unified;-0.217840664
393;Phoebe Apperson Hearst ;Pleasanton Unified;2.748986562
10956;Rio Del Oro ;Plumas Lake ;-0.9034869598
10958;Cobblestone ;Plumas Lake ;-1.4736590446
5832;Plumas Charter;Plumas Unified;-2.8609375454
5837;Chester ;Plumas Unified;0.1418434945
5838;Indian Valley ;Plumas Unified;-1.9317265781
5839;Quincy ;Plumas Unified;0.8737283623
5840;C. Roy Carmichael ;Plumas Unified;-0.3386597272
939;Pinewood ;Pollock Pines ;1.3272887028
3940;Cortez ;Pomona Unified;0.8175747263
3951;Allison ;Pomona Unified;-1.2924817382
3953;Diamond Point ;Pomona Unified;0.2451543816
3954;Golden Springs ;Pomona Unified;2.2567693504
3955;Harrison ;Pomona Unified;-0.3526797904
3956;Kellogg Polytechnic ;Pomona Unified;-1.542975055
3963;Philadelphia ;Pomona Unified;-0.400651103
3965;San Jose ;Pomona Unified;-1.7550837496
3975;Armstrong ;Pomona Unified;0.5448866172
3976;Decker ;Pomona Unified;-0.9005135429
3977;Vejar ;Pomona Unified;-3.442070028
3978;Ranch Hills ;Pomona Unified;0.1407030848
3980;Pantera ;Pomona Unified;1.5373134389
10538;Santa Fe ;Porterville Unified;-0.2170294005
10550;Belleview ;Porterville Unified;0.4228250081
10557;Westfield ;Porterville Unified;3.3322286777
10559;Monte Vista ;Porterville Unified;-1.6326692995
7643;Monterey Ridge ;Poway Unified;1.0274311026
7644;Del Sur ;Poway Unified;3.6477374169
7645;Willow Grove ;Poway Unified;0.7018532159
7647;Design 39 Campus;Poway Unified;0.778934844
7653;Garden Road ;Poway Unified;1.5184385757
7655;Midland ;Poway Unified;1.6380843238
7656;Pomerado ;Poway Unified;2.0746535289
7657;Valley ;Poway Unified;3.2118495312
7658;Los Penasquitos ;Poway Unified;3.6148158888
7659;Westwood ;Poway Unified;1.4475971971
7661;Painted Rock ;Poway Unified;-0.4988319692
7663;Sunset Hills ;Poway Unified;2.0649693488
7664;Tierra Bonita ;Poway Unified;3.1620440981
7665;Rolling Hills ;Poway Unified;-0.3095834022
7666;Chaparral ;Poway Unified;0.4775514194
7667;Sundance ;Poway Unified;0.6248710682
7668;Canyon View ;Poway Unified;0.6764621706
7670;Deer Canyon ;Poway Unified;1.5741850587
7671;Morning Creek ;Poway Unified;3.0969115462
7672;Turtleback ;Poway Unified;0.9610610125
7674;Highland Ranch ;Poway Unified;1.1652627431
7676;Park Village ;Poway Unified;0.6690550335
7677;Shoal Creek ;Poway Unified;0.2286281732
7678;Creekside ;Poway Unified;-0.2510136236
7682;Ramona Community Montessori;Ramona City Unified;-0.0530230076
7685;Hanson ;Ramona City Unified;-1.5163067509
7686;Ramona ;Ramona City Unified;0.1680702316
7687;James Dukes ;Ramona City Unified;0.230490916
7689;Mt. Woodson ;Ramona City Unified;5.8199694417
7690;Barnett ;Ramona City Unified;-0.1454336214
2056;New Day Academy;Ravendale-Termo ;-1.7548067959
2057;Long Valley Charter;Ravendale-Termo ;-2.0264492057
8707;Aspire East Palo Alto Charter;Ravenswood City ;-2.7670622352
4423;Raymond-Knowles ;Raymond-Knowles Union ;-1.1182817391
10308;Bidwell ;Red Bluff Union ;2.6236263373
10309;Jackson Heights ;Red Bluff Union ;-0.1391109082
10311;William M. Metteer ;Red Bluff Union ;0.2223800874
9549;Bonny View ;Redding ;-2.1016535555
9551;Juniper;Redding ;-2.1965107777
9552;Manzanita ;Redding ;0.2729045621
9553;Sequoia Middle;Redding ;-1.3956885215
9555;Turtle Bay;Redding ;0.3008427083
9556;Stellar Charter;Redding ;-2.9761578538
7052;Highland Grove ;Redlands Unified;-0.6781694133
7053;Judson & Brown ;Redlands Unified;-1.4895687943
7055;Mission ;Redlands Unified;-0.2067468879
7061;Crafton ;Redlands Unified;0.9954609061
7062;Cram ;Redlands Unified;0.3857073594
7063;Franklin ;Redlands Unified;-0.2441069049
7064;Kimberly ;Redlands Unified;1.2440775749
7065;Lugonia ;Redlands Unified;0.8497364223
7066;Mariposa ;Redlands Unified;0.8658026403
7067;McKinley ;Redlands Unified;2.0531038376
7068;Mentone ;Redlands Unified;0.1524253366
7069;Smiley ;Redlands Unified;0.4595106131
7074;Kingsbury ;Redlands Unified;1.736415289
7075;Arroyo Verde ;Redlands Unified;1.5844434441
7076;Bryn Mawr ;Redlands Unified;2.9892460248
4326;Alta Vista ;Redondo Beach Unified;2.379398647
4327;Beryl Heights ;Redondo Beach Unified;1.3697552076
4328;Birney ;Redondo Beach Unified;4.5651788481
4330;Jefferson ;Redondo Beach Unified;3.2068591376
4331;Lincoln ;Redondo Beach Unified;1.0069475639
4332;Madison ;Redondo Beach Unified;0.6480819337
4333;Tulita ;Redondo Beach Unified;1.1132653827
4334;Washington ;Redondo Beach Unified;2.176742404
8709;Connect Community Charter;Redwood City ;2.4382228556
8710;Clifford ;Redwood City ;3.362260964
8711;Roy Cloud ;Redwood City ;3.4032408712
8712;Fair Oaks ;Redwood City ;-2.880485627
8713;Garfield ;Redwood City ;-5.2499612756
8714;Hawes ;Redwood City ;-2.3999399448
8715;Henry Ford ;Redwood City ;0.4857615814
8716;Hoover ;Redwood City ;-2.8758068244
8720;Roosevelt ;Redwood City ;0.7673265326
8721;Selby Lane ;Redwood City ;-0.0440732499
8722;Taft ;Redwood City ;-3.0103700095
8723;Orion Alternative;Redwood City ;3.5938878304
8724;Adelante Spanish Immersion;Redwood City ;3.0253506325
8725;North Star Academy;Redwood City ;1.6088521303
10317;Reeds Creek ;Reeds Creek ;-0.4028038382
1990;Avenal ;Reef-Sunset Unified;-3.3187253109
1994;Tamarack ;Reef-Sunset Unified;-2.059605277
944;Jackson ;Rescue Union ;-0.9973943993
945;Rescue ;Rescue Union ;-2.0614067426
946;Green Valley ;Rescue Union ;0.1344826262
7079;Charlotte N. Werner ;Rialto Unified;-0.344134095
7080;Nancy R. Kordyak ;Rialto Unified;-1.4151162165
7085;Bemis ;Rialto Unified;1.2625566055
7088;Dunn ;Rialto Unified;-0.3850815815
7089;Henry ;Rialto Unified;-0.8095523683
7091;Morgan ;Rialto Unified;-1.2037584425
7092;Myers ;Rialto Unified;-1.6010684745
7093;Preston ;Rialto Unified;-0.5777257178
7094;Trapp ;Rialto Unified;-0.5097997226
7098;Helen L. Dollahan ;Rialto Unified;-1.2904719721
7099;Samuel W. Simpson ;Rialto Unified;-1.3376471548
7100;Elizabeth T. Hughbanks ;Rialto Unified;-1.6983023641
7101;Georgia Morris ;Rialto Unified;-1.2090643923
7102;Edward Fitzgerald ;Rialto Unified;-0.8990214015
7103;Ernest Garcia ;Rialto Unified;0.067540028
7106;Sam V. Curtis ;Rialto Unified;-0.9520834639
10319;Richfield ;Richfield ;1.0228873559
1791;Sequoia ;Richland Union ;1.2387175688
1792;Redwood ;Richland Union ;0.2359919987
1794;Golden Oak ;Richland Union ;-3.9753115019
7110;Lake Arrowhead ;Rim of the World Unified;-0.6538771394
7111;Charles Hoffman ;Rim of the World Unified;-1.0392722209
7112;Valley of Enchantment ;Rim of the World Unified;0.5962583134
7114;Grandview ;Rim of the World Unified;-1.2449641438
9918;Rincon Valley Charter;Rincon Valley Union ;0.6742641227
9920;Madrone ;Rincon Valley Union ;1.9072289747
9921;Spring Creek Matanzas Charter;Rincon Valley Union ;0.3182823613
9922;Whited  Charter;Rincon Valley Union ;0.7696831404
9923;Sequoia ;Rincon Valley Union ;-0.5764355094
9924;Village  Charter;Rincon Valley Union ;1.3703574794
9925;Binkley  Charter;Rincon Valley Union ;-0.5998294065
10728;Rio Del Mar;Rio ;1.1235055056
10731;Rio Lindo ;Rio ;0.5202558984
10732;Rio Plaza ;Rio ;-14.7986033528
10733;Rio Real ;Rio ;-1.1469154604
10734;Rio Rosales;Rio ;-0.2932762695
10735;Rio del Norte;Rio ;-0.7354952732
1892;Rio Bravo ;Rio Bravo-Greeley Union ;1.6398491079
1449;Eagle Prairie ;Rio Dell ;0.0122930505
8410;Park View ;Ripon Unified;0.6196296672
8414;Ripon ;Ripon Unified;-0.2906355929
8415;Ripona ;Ripon Unified;2.8283644396
8416;Weston ;Ripon Unified;0.289308021
8417;Colony Oak ;Ripon Unified;0.7386086518
6476;Delta  Charter;River Delta Joint Unified;-0.4557371574
6482;Isleton ;River Delta Joint Unified;0.3682739153
6485;D. H. White ;River Delta Joint Unified;1.1470341463
10168;Riverbank Language Academy;Riverbank Unified;-0.8515511717
10169;Mesa Verde ;Riverbank Unified;1.0198391344
10171;California Avenue ;Riverbank Unified;-1.3194854176
5842;River Springs Charter;Riverside County Office of Education;-4.5136556327
5849;Riverside County Special Education;Riverside County Office of Education;-11.9287366293
6153;Lake Mathews ;Riverside Unified;-1.5916436768
6154;Mark Twain ;Riverside Unified;-0.7427164665
6155;Patricia Beatty ;Riverside Unified;0.9012373634
6158;REACH Leadership Academy;Riverside Unified;0.9131927751
6169;Adams ;Riverside Unified;-0.3943297566
6170;Alcott ;Riverside Unified;3.0432592248
6171;Bryant ;Riverside Unified;3.7992434052
6172;Castle View ;Riverside Unified;2.1100890648
6173;Emerson ;Riverside Unified;0.9789852999
6174;Fremont ;Riverside Unified;-1.0235927888
6175;Harrison ;Riverside Unified;-0.5963222285
6176;Hawthorne ;Riverside Unified;-1.7491057615
6177;Highgrove ;Riverside Unified;0.0467504743
6178;Highland ;Riverside Unified;1.1863369487
6179;Jackson ;Riverside Unified;-1.1639662357
6180;Jefferson ;Riverside Unified;0.0984113462
6181;Liberty ;Riverside Unified;-0.1986320678
6183;Madison ;Riverside Unified;-1.1313301717
6184;Magnolia ;Riverside Unified;0.0203669196
6185;Monroe ;Riverside Unified;0.2154163659
6186;Mountain View ;Riverside Unified;2.1164985467
6187;Pachappa ;Riverside Unified;-0.4126818088
6189;Victoria ;Riverside Unified;0.7778075619
6190;Washington ;Riverside Unified;2.0950222577
6196;Woodcrest ;Riverside Unified;-2.3831741618
6197;William Howard Taft ;Riverside Unified;0.7347342228
6198;Benjamin Franklin ;Riverside Unified;-0.6818921593
6200;Tomas Rivera ;Riverside Unified;-0.1296982592
6201;John F. Kennedy ;Riverside Unified;0.4512965477
10115;Roberts Ferry Union ;Roberts Ferry Union ;-1.3128144414
6487;Bell Avenue ;Robla ;-0.4692421962
6488;Main Avenue ;Robla ;0.6876157666
6489;Robla ;Robla ;-0.0999824111
6490;Taylor Street ;Robla ;0.809086137
10434;Rockford ;Rockford ;-0.9517429781
5805;Ruhkala ;Rocklin Unified;-2.3891466825
5808;Maria Montessori Charter Academy;Rocklin Unified;-1.191118898
5810;Sunset Ranch ;Rocklin Unified;0.7953178293
5814;Parker Whitney ;Rocklin Unified;0.2352666144
5815;Rocklin ;Rocklin Unified;4.9824042551
5817;Cobblestone ;Rocklin Unified;-2.2857376742
5818;Antelope Creek ;Rocklin Unified;-1.9803838149
5819;Breen ;Rocklin Unified;-1.0043189277
5820;Twin Oaks ;Rocklin Unified;-0.2882939775
5823;Valley View ;Rocklin Unified;0.7142204513
5824;Sierra ;Rocklin Unified;0.8817331112
5825;Rock Creek ;Rocklin Unified;1.5164533569
6203;Mesa View ;Romoland ;-0.6178442919
6205;Boulder Ridge ;Romoland ;-1.8752056689
6207;Harvest Valley ;Romoland ;-0.9572704415
1835;American ;Rosedale Union ;0.5848130761
1837;Rosedale-North ;Rosedale Union ;-1.2656030247
1838;Centennial ;Rosedale Union ;1.9591533854
1839;Del Rio ;Rosedale Union ;-0.560327915
1840;Almondale ;Rosedale Union ;-1.0568126725
1841;Independence ;Rosedale Union ;0.4076689686
1843;Patriot ;Rosedale Union ;-1.6742393166
9929;Roseland Creek ;Roseland;-3.3028042897
9930;Roseland ;Roseland;-2.9730957185
3982;Emma W. Shuey ;Rosemead ;0.2440416703
